OriginalPolyline,EdgeIds
"[[-8.610263999999999, 41.140845], [-8.610066, 41.140809000000004], [-8.610057, 41.140845], [-8.610048, 41.140908], [-8.613162, 41.141601], [-8.614125000000001, 41.141178000000004], [-8.614305, 41.141853000000005], [-8.613981, 41.142789], [-8.613197999999999, 41.143437000000006], [-8.612307, 41.144139], [-8.611857, 41.144481000000006], [-8.611839, 41.144580000000005], [-8.611713, 41.144697], [-8.611011, 41.14503], [-8.610615000000001, 41.14404900000001], [-8.609796, 41.143194], [-8.608688999999998, 41.14314], [-8.608698, 41.14314], [-8.607887999999999, 41.142779999999995], [-8.605557000000001, 41.142735], [-8.605197, 41.143428], [-8.605143, 41.143598999999995], [-8.604927, 41.144067], [-8.604666, 41.144733], [-8.602991999999999, 41.145525], [-8.602002, 41.145642], [-8.601866999999999, 41.14575], [-8.601984000000002, 41.146317], [-8.601957, 41.146497000000004], [-8.602038, 41.146668]]","[6485, 6485, 6485, 165448, 492, 96995, 94840, 93250, 94797, 94795, 158938, 158938, 119440, 111186, 119438, 3948, 93319, 93319, 93877, 154026, 147679, 147679, 3307, 3307, 165309, 165309, 748, 748, 749, 749]"
"[[-8.612136, 41.172849], [-8.612667000000002, 41.172804000000006], [-8.612684999999999, 41.172084]]","[3876, 3876, 141476]"
"[[-8.641251, 41.165658], [-8.64126, 41.165712], [-8.641269000000001, 41.165721], [-8.641863, 41.165685], [-8.642187, 41.165046000000004], [-8.642475, 41.165082000000005], [-8.642655, 41.16474], [-8.642673, 41.164812000000005], [-8.642655, 41.164911000000004], [-8.641404, 41.164866]]","[141933, 141933, 141933, 141934, 97046, 97046, 147570, 147570, 147571, 97047]"
"[[-8.613890999999999, 41.141285999999994], [-8.61435, 41.141115], [-8.615511000000001, 41.14070100000001], [-8.616779999999999, 41.14062], [-8.61813, 41.14123200000001], [-8.619812999999999, 41.142222000000004], [-8.6211, 41.143266000000004], [-8.622261000000002, 41.143860000000004], [-8.623764000000001, 41.144355], [-8.625735, 41.144823], [-8.627922, 41.144697], [-8.630136, 41.145236999999995], [-8.630694, 41.145624], [-8.631432, 41.146155], [-8.632773, 41.14706399999999], [-8.631792, 41.148171000000005], [-8.630253, 41.149998000000004], [-8.629218, 41.151159], [-8.628894, 41.152023], [-8.628768, 41.152392], [-8.628687, 41.153211], [-8.628786, 41.154786], [-8.627580000000002, 41.155758], [-8.627931, 41.156253], [-8.628498, 41.156819999999996], [-8.628480000000001, 41.156829], [-8.628489, 41.156819999999996], [-8.628516, 41.156811000000005], [-8.628102, 41.157531], [-8.627985, 41.157702]]","[96994, 133753, 166333, 20549, 20548, 82690, 20544, 20543, 2637, 2637, 321, 321, 166336, 6517, 1719, 1720, 1723, 1726, 4374, 4374, 3295, 111182, 82565, 52019, 52019, 52019, 52019, 52019, 156897, 156899]"
"[[-8.620461, 41.156513999999994], [-8.620506, 41.156468999999994], [-8.620641, 41.156459999999996], [-8.62065, 41.156478], [-8.621406, 41.156649], [-8.623683, 41.157054], [-8.625681, 41.157378], [-8.627877, 41.15771099999999], [-8.627976, 41.158143], [-8.627949, 41.158241999999994], [-8.628813000000001, 41.158781999999995], [-8.629479, 41.158881], [-8.629911, 41.158746], [-8.630577, 41.15825100000001], [-8.633016000000001, 41.158566]]","[58, 58, 58, 58, 135196, 52017, 680, 156899, 156896, 156896, 156898, 156892, 98152, 143155, 163763]"
"[[-8.617581000000001, 41.14610999999999], [-8.61759, 41.146092], [-8.617518, 41.145678], [-8.617212, 41.144796], [-8.616636, 41.144940000000005], [-8.61642, 41.145039], [-8.615268, 41.145579000000005], [-8.613765, 41.145984], [-8.612829, 41.145957], [-8.612703, 41.145957], [-8.611992, 41.146029000000006], [-8.611236000000002, 41.146353], [-8.611127999999999, 41.146785], [-8.61111, 41.146794], [-8.611047000000001, 41.147118], [-8.610831000000001, 41.148072], [-8.610309, 41.14933200000001], [-8.610147, 41.150583], [-8.609696999999999, 41.151735], [-8.609957999999999, 41.153166000000006], [-8.608617000000002, 41.153508], [-8.606952, 41.15349], [-8.606448, 41.153471999999994], [-8.606466000000001, 41.153471999999994], [-8.605179000000001, 41.153445], [-8.604603000000001, 41.153832], [-8.604576000000002, 41.154777], [-8.604567, 41.154993], [-8.604666, 41.155092], [-8.604711, 41.155146], [-8.604728999999999, 41.155181999999996], [-8.604738, 41.155218], [-8.604747, 41.155254000000006], [-8.604756, 41.155280999999995], [-8.604747, 41.155308], [-8.604728999999999, 41.155299], [-8.60472, 41.155280999999995], [-8.604702, 41.155280999999995], [-8.604693000000001, 41.155280999999995], [-8.604683999999999, 41.155280999999995], [-8.604693000000001, 41.155317000000004], [-8.604693000000001, 41.15534400000001], [-8.604675, 41.155326], [-8.604666, 41.155299], [-8.604657000000001, 41.155272], [-8.604648000000001, 41.155263000000005], [-8.604648000000001, 41.155245], [-8.604648000000001, 41.155245], [-8.604666, 41.155236], [-8.604675, 41.155227000000004], [-8.604693000000001, 41.155227000000004], [-8.604693000000001, 41.155199999999994], [-8.604683999999999, 41.155181999999996], [-8.604683999999999, 41.155181999999996], [-8.604693000000001, 41.155181999999996], [-8.604702, 41.155181999999996], [-8.60472, 41.155191], [-8.604728999999999, 41.155191], [-8.604738, 41.155218], [-8.604728999999999, 41.155308], [-8.604702, 41.15534400000001], [-8.604683999999999, 41.155334999999994], [-8.604683999999999, 41.15534400000001], [-8.604603000000001, 41.155730999999996], [-8.604522, 41.156721], [-8.604467999999999, 41.157945000000005], [-8.604441000000001, 41.159195999999994], [-8.60445, 41.160177000000004], [-8.604467999999999, 41.160195], [-8.604467999999999, 41.160204], [-8.604135, 41.160951], [-8.603928, 41.161563], [-8.603928, 41.161608], [-8.604027, 41.161742999999994], [-8.604377999999999, 41.161797], [-8.604531000000001, 41.161545]]","[725, 725, 725, 726, 728, 93762, 166824, 722, 729, 729, 730, 156908, 135194, 135194, 165454, 164861, 15207, 97071, 156907, 20219, 6194, 93394, 93395, 93395, 107287, 102181, 80, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3599, 3598, 3598, 81, 81, 82, 82, 165080, 165080, 165080, 165080, 142862, 142862]"
"[[-8.588457000000002, 41.148558], [-8.588844, 41.147199], [-8.587206, 41.147298000000006], [-8.585613, 41.146776], [-8.583813, 41.145830999999994], [-8.582381999999999, 41.144823], [-8.580492, 41.144985000000005], [-8.579132999999999, 41.145822], [-8.579664000000001, 41.146713000000005], [-8.579177999999999, 41.14809], [-8.578233, 41.149322999999995], [-8.576667, 41.150448], [-8.575092000000001, 41.151069], [-8.574516000000001, 41.152032], [-8.572716, 41.153400000000005], [-8.572023, 41.155308], [-8.570313, 41.156496000000004], [-8.569611000000002, 41.1579], [-8.567145000000002, 41.157972], [-8.566559999999999, 41.160050999999996], [-8.565363000000001, 41.162472], [-8.565102000000001, 41.162786999999994], [-8.565813, 41.164758], [-8.566415999999998, 41.166477], [-8.564841, 41.166999000000004], [-8.564589, 41.167098], [-8.563311, 41.167566], [-8.561682000000001, 41.168268000000005], [-8.561133, 41.16852000000001], [-8.56116, 41.168484], [-8.560872, 41.168645999999995], [-8.560575, 41.168916], [-8.560287, 41.17005], [-8.559854999999999, 41.171364], [-8.557956, 41.171823], [-8.556093, 41.173047000000004], [-8.555886000000001, 41.173173000000006], [-8.555571, 41.173362]]","[85639, 66991, 66993, 4029, 4004, 4004, 4004, 446, 443, 443, 443, 443, 443, 172485, 100364, 100364, 100365, 100367, 100367, 119683, 20675, 20676, 496, 1108, 1108, 1108, 81136, 81139, 81139, 81139, 81139, 81139, 12958, 12958, 12961, 12964, 12964, 78961]"
"[[-8.589096000000001, 41.155505999999995], [-8.589105, 41.155515], [-8.589114, 41.155515], [-8.589123, 41.155524]]","[4160, 4160, 4160, 4160]"
"[[-8.668575, 41.157891000000006], [-8.668575, 41.157909000000004], [-8.667999, 41.15816100000001], [-8.666046, 41.158917], [-8.665371, 41.158305000000006], [-8.665875, 41.157954], [-8.668557, 41.156901000000005], [-8.671239000000002, 41.15584799999999], [-8.672778000000001, 41.155623000000006], [-8.673534, 41.154686999999996], [-8.675073, 41.15378700000001], [-8.676351, 41.154075000000006], [-8.677431, 41.154939], [-8.678303999999999, 41.155524]]","[2827, 2827, 2828, 2829, 7528, 96313, 96325, 96330, 92889, 276, 92853, 123892, 3956, 123886]"
"[[-8.607455999999999, 41.14872], [-8.60706, 41.148621], [-8.606772, 41.148513], [-8.606475, 41.148441000000005], [-8.605665, 41.148243], [-8.605116, 41.148081], [-8.604593999999999, 41.147901], [-8.604117, 41.14777500000001], [-8.602956, 41.147478], [-8.602209, 41.14724400000001], [-8.602182, 41.147234999999995], [-8.602173, 41.147226], [-8.602173, 41.147226], [-8.600823, 41.147343], [-8.599302, 41.148045], [-8.59914, 41.148117000000006], [-8.599086, 41.148126], [-8.598285, 41.148540000000004], [-8.598635999999999, 41.149449000000004], [-8.597961, 41.150637], [-8.597205, 41.151861000000004], [-8.596476, 41.15311199999999], [-8.596044000000001, 41.153958], [-8.595657000000001, 41.15452500000001], [-8.595648, 41.15452500000001], [-8.595369, 41.155002], [-8.594766, 41.156136000000004], [-8.594091, 41.157297], [-8.593533, 41.158287], [-8.593542, 41.158331999999994], [-8.593479, 41.158287], [-8.593551, 41.158331999999994], [-8.593758, 41.158404000000004], [-8.594397, 41.158674000000005]]","[135245, 31352, 127484, 127484, 92735, 92735, 92736, 92736, 92737, 92738, 95957, 95957, 95957, 757, 759, 759, 759, 4326, 153270, 153294, 153294, 153290, 153288, 147670, 147670, 171601, 153284, 153282, 147675, 147675, 147675, 147675, 147675, 778]"
"[[-8.617113, 41.160042000000004], [-8.617122, 41.160069], [-8.617122, 41.16011400000001], [-8.616726, 41.160888], [-8.616474, 41.162102999999995], [-8.616393, 41.162724], [-8.61633, 41.163192], [-8.616591, 41.163408], [-8.618895, 41.163696], [-8.620451999999998, 41.163903000000005], [-8.620425000000001, 41.163903000000005], [-8.620416, 41.163903000000005], [-8.620821, 41.163948000000005], [-8.623223999999999, 41.164236], [-8.624727, 41.164424999999994], [-8.626554, 41.16465900000001], [-8.626833000000001, 41.164713000000006], [-8.626824, 41.164722], [-8.626824, 41.165559], [-8.626482000000001, 41.16665700000001], [-8.626419, 41.166909000000004], [-8.627931, 41.167269], [-8.629938000000001, 41.168097], [-8.631441, 41.16905100000001], [-8.632179, 41.169978], [-8.632764, 41.171904000000005]]","[6305, 6305, 6305, 112407, 112409, 112410, 112410, 163722, 163724, 163727, 163727, 163727, 177113, 6361, 142765, 168488, 168488, 168488, 156901, 171662, 25158, 82660, 97960, 27676, 20158, 3849]"
"[[-8.628983999999999, 41.165874], [-8.629074, 41.165874], [-8.630334, 41.165343], [-8.631657, 41.164677], [-8.633313, 41.163903000000005], [-8.635401, 41.164065], [-8.637606, 41.164722], [-8.638893, 41.165001000000004], [-8.639712, 41.165361000000004], [-8.641359, 41.165001000000004], [-8.643716999999999, 41.165379], [-8.646399, 41.165856], [-8.648613000000001, 41.166287999999994], [-8.64927, 41.166324], [-8.65008, 41.166468], [-8.652168000000001, 41.166693], [-8.654742, 41.167152], [-8.657163, 41.166737999999995], [-8.657847, 41.165379], [-8.659313999999998, 41.166009], [-8.659809000000001, 41.166234], [-8.660727, 41.166422999999995], [-8.661825, 41.166593999999996], [-8.662842000000001, 41.166774000000004], [-8.661735, 41.167674000000005], [-8.661258, 41.168735999999996]]","[93965, 93965, 3431, 453, 85646, 167322, 95116, 127859, 172388, 139333, 139335, 4691, 4693, 4693, 4582, 4584, 4589, 141906, 8457, 4701, 4703, 8041, 8040, 8037, 8038, 8217]"
"[[-8.619723, 41.161905], [-8.619768, 41.161959], [-8.619812999999999, 41.161995], [-8.619822000000001, 41.162004], [-8.619183000000001, 41.16225599999999], [-8.617842000000001, 41.16248099999999], [-8.61669, 41.162382], [-8.616339, 41.16233700000001], [-8.614188, 41.162067], [-8.612243999999999, 41.16182400000001], [-8.611497, 41.161734], [-8.611506, 41.161742999999994], [-8.611497, 41.161742999999994], [-8.610714000000002, 41.161644], [-8.608455, 41.161229999999996], [-8.606142, 41.160789], [-8.605386, 41.160195], [-8.605935, 41.159133000000004], [-8.60454, 41.158827], [-8.604422999999999, 41.159493000000005]]","[3456, 3456, 3456, 3456, 3456, 142881, 142881, 142844, 142849, 142853, 142854, 142854, 142854, 586, 142857, 142860, 15217, 3470, 81, 81]"
"[[-8.623566, 41.144310000000004], [-8.623593, 41.144327999999994], [-8.62479, 41.144706], [-8.627292, 41.144742], [-8.629911, 41.145138], [-8.631378, 41.146083], [-8.632719, 41.14710900000001], [-8.631782999999999, 41.148278999999995], [-8.630370000000001, 41.149953000000004], [-8.629191, 41.151185999999996], [-8.627922, 41.151816000000004], [-8.626581, 41.152167000000006], [-8.626536, 41.152194], [-8.626517999999999, 41.152212000000006], [-8.625321, 41.152563], [-8.623503000000001, 41.152851], [-8.621469000000001, 41.152707], [-8.621073, 41.152680000000004], [-8.621055, 41.152680000000004], [-8.621064, 41.152698], [-8.621055, 41.152707], [-8.620875000000002, 41.152356000000005]]","[6516, 6516, 2637, 321, 321, 166336, 1719, 1720, 1723, 1726, 2341, 93956, 93956, 93956, 649, 3285, 3286, 3286, 3286, 3286, 3286, 51]"
"[[-8.610723, 41.144472], [-8.610489, 41.14374300000001], [-8.6094, 41.143248], [-8.6085, 41.143122000000005], [-8.607105, 41.142402], [-8.605224, 41.143167], [-8.605170000000001, 41.143365], [-8.604981, 41.143806000000005], [-8.604288, 41.145102], [-8.603415000000002, 41.145453], [-8.602407000000001, 41.145588000000004], [-8.600363999999999, 41.14591200000001], [-8.598087000000001, 41.146029000000006], [-8.597547, 41.145975], [-8.596710000000002, 41.14602], [-8.594856, 41.146173000000005], [-8.593218, 41.146505999999995], [-8.592201000000001, 41.14665000000001], [-8.590743000000002, 41.146893], [-8.589564, 41.14710900000001], [-8.58816, 41.147262]]","[119439, 119438, 3948, 3945, 93878, 147680, 147680, 147678, 3305, 747, 165309, 801, 103945, 103945, 103946, 3478, 3476, 3475, 3475, 108522, 3472]"
"[[-8.640603, 41.154948000000005], [-8.640044999999999, 41.154714], [-8.640225000000001, 41.153607], [-8.639739, 41.153265], [-8.637678, 41.152815000000004], [-8.635671000000002, 41.152401], [-8.63442, 41.151942], [-8.63505, 41.151114], [-8.638029000000001, 41.150196], [-8.641269000000001, 41.149314000000004], [-8.643942000000001, 41.15006100000001], [-8.644167, 41.151798], [-8.641935, 41.151185999999996], [-8.640801, 41.149071], [-8.640216, 41.146659], [-8.639685, 41.144327999999994], [-8.640954, 41.14320299999999], [-8.641475999999999, 41.14484100000001], [-8.638506000000001, 41.14509300000001], [-8.636463, 41.143257], [-8.635076999999999, 41.141475], [-8.635671000000002, 41.140557], [-8.636049000000002, 41.140530000000005], [-8.636049000000002, 41.140548], [-8.636049000000002, 41.140566]]","[4420, 4414, 20020, 96340, 52873, 52870, 6538, 52860, 20177, 20177, 20177, 20177, 139856, 139858, 139858, 5201, 21594, 122908, 148135, 13279, 122490, 103621, 22084, 22084, 22084]"
"[[-8.689293000000001, 41.168169], [-8.689302, 41.16816], [-8.688735, 41.16738600000001], [-8.687655000000001, 41.166279], [-8.686665, 41.164605], [-8.685395999999999, 41.16233700000001], [-8.684136, 41.16002400000001], [-8.683641000000001, 41.159195999999994], [-8.68365, 41.15920500000001], [-8.682714, 41.158098], [-8.681976, 41.15720700000001], [-8.68131, 41.156442000000006], [-8.68086, 41.155911], [-8.680518000000001, 41.155505999999995], [-8.679141, 41.153832], [-8.67825, 41.152437000000006], [-8.677998, 41.152077], [-8.677781999999999, 41.151698999999994], [-8.677728, 41.15151]]","[135310, 135310, 175486, 92924, 92923, 92921, 92921, 479, 479, 479, 477, 476, 475, 475, 164015, 468, 468, 468, 469]"
"[[-8.606358, 41.144526], [-8.606358, 41.144589], [-8.607114000000001, 41.14509300000001], [-8.607303000000002, 41.145651], [-8.606924999999999, 41.146280999999995], [-8.606781, 41.146713000000005], [-8.606826000000002, 41.146794], [-8.606826000000002, 41.146803000000006], [-8.606826000000002, 41.147001], [-8.607626999999999, 41.147234999999995], [-8.608437, 41.147361000000004], [-8.609814, 41.147613], [-8.611604999999999, 41.147892000000006], [-8.620884, 41.147433], [-8.622189, 41.147667000000006], [-8.622972, 41.147874], [-8.624115, 41.148207], [-8.624979, 41.148540000000004], [-8.625546, 41.149187999999995], [-8.625798, 41.151312000000004], [-8.625996, 41.152113], [-8.626068, 41.152356000000005], [-8.626562999999999, 41.154021], [-8.627499, 41.155722000000004], [-8.628371999999999, 41.15673], [-8.628390000000001, 41.156721], [-8.628426, 41.156739], [-8.628147, 41.157468], [-8.628003, 41.157531], [-8.627949, 41.158080000000005], [-8.628633, 41.158781999999995], [-8.629686, 41.158781999999995], [-8.630739, 41.15825100000001], [-8.632971000000001, 41.158575], [-8.634834000000001, 41.158835999999994], [-8.636643000000001, 41.159133000000004], [-8.638326, 41.159394], [-8.640134999999999, 41.159691], [-8.642007000000001, 41.160087000000004], [-8.644068, 41.160447000000005], [-8.64657, 41.160879], [-8.649405, 41.16137400000001], [-8.650179, 41.161491000000005], [-8.650170000000001, 41.161491000000005], [-8.650170000000001, 41.161500000000004], [-8.650250999999999, 41.161509], [-8.65242, 41.161869], [-8.655417, 41.162364], [-8.658261000000001, 41.162841], [-8.66133, 41.163354000000005], [-8.661879, 41.163453], [-8.662797, 41.163597], [-8.664246, 41.16384], [-8.666235, 41.164155], [-8.668278, 41.164515], [-8.670582, 41.164893], [-8.670663000000001, 41.16492], [-8.671059, 41.165001000000004], [-8.673867, 41.165505], [-8.677044, 41.166018], [-8.677278, 41.166054], [-8.677323000000001, 41.166072], [-8.677809, 41.166180000000004], [-8.680292999999999, 41.166549], [-8.683695, 41.167134000000004], [-8.686242, 41.167556999999995], [-8.687942999999999, 41.168088], [-8.687124, 41.169636], [-8.687385, 41.171436], [-8.688312, 41.172830999999995], [-8.686602, 41.173415999999996], [-8.684856, 41.173371]]","[745, 745, 93457, 93457, 66996, 66996, 66996, 66996, 66996, 165306, 165308, 87913, 1717, 127638, 135189, 78731, 78731, 82602, 4371, 147624, 147623, 648, 147620, 52020, 52019, 52019, 52019, 156897, 156897, 156896, 87849, 156892, 163772, 163763, 101789, 96350, 96348, 96347, 152846, 116635, 80837, 31046, 31037, 31037, 31037, 31037, 31044, 80867, 56870, 56877, 56878, 56882, 96378, 96380, 96380, 96384, 96384, 96397, 96399, 96399, 96399, 96399, 96399, 96400, 96401, 96406, 290, 22390, 346, 150141, 96360, 96360]"
"[[-8.612532, 41.159493000000005], [-8.612532, 41.15952], [-8.612874, 41.159547], [-8.612892, 41.159547], [-8.612577000000002, 41.159565], [-8.611875, 41.15957399999999], [-8.611758, 41.159916], [-8.61147, 41.16105], [-8.610642000000002, 41.161644], [-8.609931, 41.161554], [-8.608815, 41.16129300000001], [-8.607185999999999, 41.160987000000006], [-8.604899999999999, 41.160528], [-8.602362000000001, 41.159808000000005], [-8.599995, 41.15916], [-8.598663, 41.15852999999999], [-8.598194999999999, 41.157918], [-8.596962, 41.156946], [-8.595729, 41.155938000000006], [-8.595243, 41.155578], [-8.595243, 41.155587], [-8.595243, 41.155605], [-8.595243, 41.155587], [-8.594919, 41.15570400000001], [-8.592615, 41.15583], [-8.591013, 41.155299], [-8.591058, 41.15387700000001], [-8.591985000000001, 41.152464], [-8.593065, 41.15106], [-8.593668, 41.150943], [-8.593695, 41.150826], [-8.591895, 41.150358000000004], [-8.589618, 41.149746], [-8.587728, 41.14924200000001], [-8.586117, 41.148837], [-8.585739, 41.148801000000006], [-8.585757000000001, 41.148801000000006], [-8.585757000000001, 41.148801000000006], [-8.585658, 41.148882], [-8.585622, 41.148864], [-8.585622, 41.148864], [-8.585640000000001, 41.148864], [-8.585658, 41.1489], [-8.585837999999999, 41.148990000000005], [-8.585837999999999, 41.148999]]","[3457, 3457, 3457, 3457, 3457, 596, 596, 595, 586, 586, 142856, 142860, 165089, 142863, 142873, 3753, 777, 147677, 147677, 147677, 147677, 147677, 147677, 4002, 4112, 825, 152592, 128848, 141452, 141453, 141454, 141454, 141457, 50908, 135315, 153260, 153260, 153260, 153264, 153264, 153264, 153264, 153264, 50659, 50659]"
